DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,Threat,Males,Females,No Gender
110218416,10/9/2011,10/9/2011,1130,2,Rampart,212,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402,46,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,998,,,500 N  VIRGIL                       AV,,"(34.0797, -118.2868)",1,1,0,0
102023878,11/14/2010,11/14/2010,1045,20,Olympic,2015,624,BATTERY - SIMPLE ASSAULT,0416 0913,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,200 N  MARIPOSA                     AV,,"(34.0753, -118.2994)",1,0,1,0
111431954,11/30/2011,11/20/2011,600,14,Pacific,1443,354,THEFT OF IDENTITY,377,49,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900    VENICE                       BL,,"(33.9931, -118.455)",0,0,1,0
111804436,1/10/2011,1/8/2011,400,18,Southeast,1829,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,46,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,2100 E  97TH                         ST,,"(33.9482, -118.2352)",0,0,1,0
110628055,11/29/2011,11/29/2011,610,6,Hollywood,639,210,ROBBERY,0305 0417 0400 0429 0416,35,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5400    HOLLYWOOD                    BL,,"(34.1018, -118.3071)",1,1,0,0
101217244,6/20/2010,6/18/2010,1900,12,77th Street,1283,900,VIOLATION OF COURT ORDER,2000,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,9400 S  WESTERN                      AV,,"(33.9511, -118.309)",0,1,0,0
101701246,9/12/2010,9/12/2010,2130,17,Devonshire,1794,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,18300    MALDEN                       ST,,"(34.2256, -118.5317)",1,0,1,0
130517271,10/30/2013,10/28/2013,1600,5,Harbor,507,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1400 W  SEPULVEDA                    BL,,"(33.8146, -118.3024)",0,0,0,0
130505516,2/4/2013,2/4/2013,1815,5,Harbor,566,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0448 0419 1813 2000,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,900 S  CENTRE                       ST,,"(33.736, -118.2835)",1,0,1,0
110709175,5/5/2011,5/5/2011,1200,7,Wilshire,789,350,"THEFT, PERSON",344,34,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,WASHINGTON,10TH                         AV,"(34.0399, -118.3267)",1,0,1,0
121426871,11/1/2012,10/31/2012,1550,14,Pacific,1427,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0416,18,M,B,104,DRIVEWAY,307,VEHICLE,IC,Invest Cont,230,,,,QUEENSLAND                   ST,BENTLEY                      AV,"(34.0247, -118.4246)",1,1,0,0
120117885,8/15/2012,8/15/2012,1330,1,Central,153,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1808 1402,59,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",217,SWORD,AA,Adult Arrest,230,998,,,200 W  6TH                          ST,,"(34.046, -118.2509)",1,1,0,0
120908150,3/15/2012,6/1/2010,1200,9,Van Nuys,911,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,42,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,668,,,,15400    SHERMAN                      WY,,"(34.2012, -118.4684)",0,1,0,0
120308210,3/6/2012,3/5/2012,1925,3,Southwest,397,956,"LETTERS, LEWD",319,20,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,4100    DALTON                       AV,,"(34.0093, -118.3034)",0,0,1,0
100616094,6/16/2010,6/5/2010,1826,6,Hollywood,646,649,DOCUMENT FORGERY / STOLEN FELONY,924,35,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,6500 W  SUNSET                       BL,,"(34.098, -118.3314)",0,0,1,0
130817191,11/30/2013,11/30/2013,1100,8,West LA,832,310,BURGLARY,0344 1607 0321,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,,900 S  BARRINGTON                   AV,,"(34.0533, -118.4652)",0,1,0,0
111913910,6/13/2011,5/18/2011,1028,19,Mission,1962,440,THEFT PLAIN - PETTY ($950 & UNDER),344,27,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,9100    NOBLE                        AV,,"(34.2355, -118.461)",0,0,1,0
111611394,6/6/2011,6/6/2011,322,16,Foothill,1669,310,BURGLARY,0325 0344 0358 1402,35,F,B,403,DRUG STORE,,,IC,Invest Cont,310,,,,6500    FOOTHILL                     BL,,"(34.2449, -118.2733)",0,0,1,0
131222666,10/8/2013,10/8/2013,1005,12,77th Street,1208,624,BATTERY - SIMPLE ASSAULT,1822 0448 1309,28,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VERMONT,VERNON,"(34.0037, -118.2915)",1,0,1,0
110504035,12/30/2010,12/29/2010,1200,5,Harbor,509,354,THEFT OF IDENTITY,1822,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,24200    GOVERNOR                     AV,,"(33.8063, -118.3045)",0,0,1,0
121005268,1/26/2012,1/26/2012,2040,10,West Valley,1078,860,BATTERY WITH SEXUAL CONTACT,522,21,F,H,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,WOODLEY,VENTURA                      BL,"(34.1604, -118.4836)",1,0,1,0
111611158,5/30/2011,5/29/2011,2000,16,Foothill,1622,648,ARSON,1501,,M,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,648,,,,13400    VAN NUYS                     BL,,"(34.2643, -118.4246)",0,1,0,0
100415847,9/30/2010,9/29/2010,1600,4,Hollenbeck,439,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 1266,34,M,H,101,STREET,,,IC,Invest Cont,440,,,,1800    HEIDLEMAN                    RD,,"(34.0625, -118.1761)",0,1,0,0
121716725,8/31/2012,8/31/2012,1416,17,Devonshire,1797,310,BURGLARY,1607 0321 0344 0389,57,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8700    WOODLEY                      AV,,"(34.2284, -118.4851)",0,1,0,0
101115128,6/29/2010,6/3/2010,1530,11,Northeast,1129,237,CHILD NEGLECT (SEE 300 W.I.C.),0552 1258,,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,237,,,,500    CHESTNUT                     AV,,"(34.1156, -118.174)",0,0,1,0
131713358,7/19/2013,9/22/2012,2200,17,Devonshire,1793,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,11,M,O,108,PARKING LOT,,,IC,Invest Cont,341,,,,8800    TAMPA                        AV,,"(34.2299, -118.5536)",0,1,0,0
111814406,7/1/2011,6/28/2011,2200,18,Southeast,1802,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,36,F,H,101,STREET,,,IC,Invest Cont,420,,,,100 E  92ND                         ST,,"(33.9529, -118.2739)",0,0,1,0
100312850,5/9/2010,5/9/2010,400,3,Southwest,316,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0906 1100 1310 1414,31,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,S  WESTERN                      AV,W  ADAMS                        BL,"(34.0327, -118.309)",1,1,0,0
112012778,6/7/2011,6/5/2011,1200,20,Olympic,2034,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,57,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,3600    WILSHIRE                     BL,,"(34.0617, -118.3031)",0,1,0,0
111310137,4/11/2011,4/11/2011,2050,13,Newton,1367,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0360 0444 0602 1257,,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,,,,1500 E  51ST                         ST,,"(33.9967, -118.2478)",1,1,0,0
120106800,2/20/2012,2/20/2012,1845,1,Central,162,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325,,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",0,1,0,0
110812767,7/19/2011,7/13/2011,1400,8,West LA,899,354,THEFT OF IDENTITY,377,39,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3200 S  SHERBOURNE                   DR,,"(34.0322, -118.3831)",0,1,0,0
120707371,3/16/2012,3/16/2012,1400,7,Wilshire,713,330,BURGLARY FROM VEHICLE,0344 1307 1609 1414,37,F,W,101,STREET,,,IC,Invest Cont,330,,,,SPAULDING                    AV,OAKWOOD                      AV,"(34.0782, -118.3574)",0,0,1,0
130717302,11/9/2013,11/8/2013,1650,7,Wilshire,726,437,RESISTING ARREST,1501 0416,28,M,W,730,SYNAGOGUE/TEMPLE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,437,,,,200 S  LA BREA                      AV,,"(34.0711, -118.344)",1,1,0,0
121425958,10/17/2012,10/16/2012,5,14,Pacific,1424,310,BURGLARY,1609 0344,90,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400 S  BARRINGTON                   AV,,"(34.0159, -118.4335)",0,1,0,0
120410681,6/7/2012,6/7/2012,1520,4,Hollenbeck,462,110,CRIMINAL HOMICIDE,0302 1100 0430 1407 1402 0906,29,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,400 S  BOYLE                        AV,,"(34.0431, -118.2196)",1,1,0,0
140108146,3/4/2014,1/1/2010,900,1,Central,157,354,THEFT OF IDENTITY,377,60,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600    CROCKER                      ST,,"(34.0417, -118.2443)",0,1,0,0
121508161,3/15/2012,3/14/2012,1700,15,N Hollywood,1589,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,11,M,W,120,STORAGE SHED,,,IC,Invest Cont,341,,,,5900    FOREST LAWN                  DR,,"(34.1525, -118.3171)",0,1,0,0
111816061,7/31/2011,7/31/2011,1525,18,Southeast,1823,210,ROBBERY,0346 0432 0906 1402 1419 1407,44,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,9400    WALL                         ST,,"(33.9511, -118.2717)",1,1,0,0
130105850,1/31/2013,1/31/2013,2145,1,Central,153,480,BIKE - STOLEN,344,34,M,H,202,LIQUOR STORE,,,IC,Invest Cont,480,,,,5TH                          ST,BROADWAY,"(34.0481, -118.2507)",0,1,0,0
101914332,6/1/2010,6/1/2010,850,19,Mission,1979,310,BURGLARY,0344 1608,27,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9100    SHARP                        AV,,"(34.237, -118.4151)",0,1,0,0
111007888,3/21/2011,3/18/2011,1700,10,West Valley,1031,354,THEFT OF IDENTITY,0930 1822,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6400    SHIRLEY                      AV,,"(34.1876, -118.5573)",0,0,1,0
130708768,4/23/2013,4/23/2013,950,7,Wilshire,752,350,"THEFT, PERSON",0344 0305 0346,27,F,W,124,BUS STOP,,,IC,Invest Cont,350,,,,FAIRFAX                      AV,PACKARD                      ST,"(34.0534, -118.3649)",0,0,1,0
131118028,9/30/2013,9/29/2013,2150,11,Northeast,1134,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,23,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,3000    CARLYLE                      ST,,"(34.1047, -118.2372)",1,1,0,0
100917890,9/6/2010,9/5/2010,1200,9,Van Nuys,905,310,BURGLARY,0344 1402,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,14700    SATICOY                      ST,,"(34.2085, -118.452)",0,0,1,0
111315922,7/3/2011,7/3/2011,203,13,Newton,1351,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0421,35,F,H,108,PARKING LOT,511,VERBAL THREAT,IC,Invest Cont,930,,,,4300 S  BROADWAY,,"(34.0056, -118.2784)",1,0,1,0
131114906,7/29/2013,7/28/2013,2130,11,Northeast,1137,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,57,M,H,101,STREET,,,IC,Invest Cont,331,,,,500 N  AVENUE 54,,"(34.112, -118.1991)",0,1,0,0
131505409,1/27/2013,1/26/2013,1900,15,N Hollywood,1505,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,47,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,11400    SHERMAN                      WY,,"(34.2012, -118.379)",0,1,0,0
120319711,8/28/2012,8/28/2012,1030,3,Southwest,332,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1402 0416 0400 1414,51,M,B,101,STREET,304,CLUB/BAT,AA,Adult Arrest,230,998,,,3000    WEST                         BL,,"(34.0276, -118.3417)",1,1,0,0
121431097,12/21/2012,12/2/2012,500,14,Pacific,1407,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,400,,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,235,,,,3500 S  VINTON                       AV,,"(34.027, -118.4074)",1,1,0,0
100315835,6/15/2010,6/13/2010,1430,3,Southwest,334,440,THEFT PLAIN - PETTY ($950 & UNDER),344,35,F,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440,,,,3000    CRENSHAW                     BL,,"(34.0276, -118.3351)",0,0,1,0
120906406,2/13/2012,2/13/2012,1700,9,Van Nuys,941,624,BATTERY - SIMPLE ASSAULT,0419 0400,39,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5700    SEPULVEDA                    BL,,"(34.174, -118.4662)",1,0,1,0
121425029,10/5/2012,10/3/2012,1200,14,Pacific,1454,330,BURGLARY FROM VEHICLE,344,58,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,MINDANAO                     AV,GLENCOE                      AV,"(33.9855, -118.4373)",0,1,0,0
101818695,9/12/2010,9/3/2010,100,18,Southeast,1863,354,THEFT OF IDENTITY,0377 0930,18,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11600    AVALON                       BL,,"(33.9292, -118.2652)",0,0,1,0
131428938,12/10/2013,12/10/2013,1145,14,Pacific,1425,310,BURGLARY,0344 1607,60,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,3200    BUTLER                       AV,,"(34.0222, -118.432)",0,1,0,0
131715760,9/13/2013,9/12/2013,2000,17,Devonshire,1787,330,BURGLARY FROM VEHICLE,344,23,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,9600    ZELZAH                       AV,,"(34.2449, -118.5233)",0,1,0,0
121104283,1/6/2012,1/6/2012,400,11,Northeast,1172,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,26,F,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1800    SILVER LAKE                  BL,,"(34.0908, -118.2669)",1,0,1,0
100819300,12/13/2010,12/8/2010,30,8,West LA,831,440,THEFT PLAIN - PETTY ($950 & UNDER),344,20,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,440,480,,,12600 W  SAN VICENTE                  BL,,"(34.0505, -118.4807)",0,0,1,0
111410626,3/22/2011,3/21/2011,1530,14,Pacific,1446,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0443,40,F,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,3900    GRAND VIEW                   BL,,"(34.0029, -118.4297)",1,0,1,0
100417741,11/12/2010,11/12/2010,1840,4,Hollenbeck,453,761,BRANDISH WEAPON,0334 0400 1309,32,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,1600    BRIDGE                       ST,,"(34.0527, -118.2183)",1,1,0,0
100307899,2/28/2010,2/28/2010,1030,3,Southwest,319,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0401 2000,45,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,2300    SCARFF                       ST,,"(34.0333, -118.2797)",1,1,0,0
110116454,9/7/2011,9/6/2011,1920,1,Central,182,330,BURGLARY FROM VEHICLE,0344 1609,50,F,O,101,STREET,,,IC,Invest Cont,330,,,,1200 S  HOPE                         ST,,"(34.0408, -118.2644)",0,0,1,0
121017855,10/22/2012,9/20/2012,1200,10,West Valley,1034,354,THEFT OF IDENTITY,1822,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6300    RESEDA                       BL,,"(34.1848, -118.536)",0,1,0,0
111222095,9/10/2011,9/5/2011,1830,12,77th Street,1211,210,ROBBERY,0344 0400,70,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5300    3RD                          AV,,"(33.9941, -118.3203)",1,1,0,0
100217600,9/11/2010,9/11/2010,2120,2,Rampart,257,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500    UNION                        DR,,"(34.058, -118.2682)",1,0,1,0
111122755,12/23/2011,12/20/2011,2305,11,Northeast,1113,440,THEFT PLAIN - PETTY ($950 & UNDER),344,,M,W,404,DEPARTMENT STORE,,,AO,Adult Other,440,,,,2800    COLORADO                     BL,,"(34.1428, -118.226)",0,1,0,0
121208252,3/2/2012,3/2/2011,930,12,77th Street,1203,310,BURGLARY,0337 1609 0448 0360 1402,49,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,2000 W  48TH                         ST,,"(34.0001, -118.316)",1,1,0,0
100701211,12/1/2010,12/1/2010,1615,7,Wilshire,773,624,BATTERY - SIMPLE ASSAULT,416,18,H,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1900 S  CURSON                       AV,,"(34.0406, -118.3631)",1,0,0,0
110714431,9/3/2011,9/2/2011,2345,7,Wilshire,769,810,"SEX, UNLAWFUL",0519 0510 0537 0533 0527 1402,17,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,,,,CRENSHAW                     BL,PICO                         BL,"(34.0478, -118.3267)",1,0,1,0
131706103,2/16/2013,2/3/2013,1200,17,Devonshire,1764,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,49,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,341,,,,10200    AURA                         AV,,"(34.2563, -118.5545)",0,0,1,0
120220126,10/23/2012,10/22/2012,1800,2,Rampart,235,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,55,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,200    ROSEMONT                     AV,,"(34.0693, -118.2718)",0,1,0,0
101501546,9/22/2010,9/21/2010,1345,15,N Hollywood,1532,310,BURGLARY,0321 1414 1403 1607,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5700    RHODES                       AV,,"(34.1743, -118.4031)",0,0,1,0
111117229,9/5/2011,9/3/2011,1545,11,Northeast,1184,330,BURGLARY FROM VEHICLE,0344 1307,39,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,MORTON,PARK,"(34.0825, -118.25)",0,0,1,0
110809162,4/27/2011,4/27/2011,1400,8,West LA,822,440,THEFT PLAIN - PETTY ($950 & UNDER),344,50,M,W,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,440,,,,15700    BOWDOIN                      ST,,"(34.0463, -118.5305)",0,1,0,0
130206105,2/5/2013,1/3/2013,1200,2,Rampart,237,354,THEFT OF IDENTITY,1822 0120 0100,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200    WITMER                       ST,,"(34.061, -118.2615)",0,1,0,0
120121785,10/17/2012,10/16/2012,730,1,Central,176,480,BIKE - STOLEN,344,26,M,B,108,PARKING LOT,,,IC,Invest Cont,480,,,,8TH                          ST,MAPLE,"(34.0405, -118.2508)",0,1,0,0
111210227,3/31/2011,3/29/2011,1300,12,77th Street,1265,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0443 1251 1259 1816 1824,17,F,H,721,HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,930,,,,1100 W  MANCHESTER                   AV,,"(33.96, -118.294)",1,0,1,0
102008193,3/3/2010,2/25/2010,1430,20,Olympic,2034,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0306 0344,,M,O,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,341,,,,3500    WILSHIRE                     BL,,"(34.0618, -118.3004)",0,1,0,0
101112801,5/22/2010,5/21/2010,635,11,Northeast,1129,310,BURGLARY,1609 1608,52,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,500 N  AVENUE 64,,"(34.1181, -118.1793)",0,0,1,0
130223898,12/20/2013,12/18/2013,2100,2,Rampart,257,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0329,54,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,745,,,600    LUCAS                        AV,,"(34.0547, -118.2637)",0,1,0,0
121308076,3/7/2012,3/7/2012,1530,13,Newton,1309,310,BURGLARY,1309 0344 0202,60,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1900 E  7TH                          PL,,"(34.0336, -118.2339)",0,1,0,0
141006608,3/5/2014,1/1/2011,1200,10,West Valley,1003,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0360 0503 0515 1258,,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,18600    ROSCOE                       BL,,"(34.2207, -118.5383)",1,0,1,0
131220341,9/2/2013,9/1/2013,2330,12,77th Street,1208,624,BATTERY - SIMPLE ASSAULT,0444 0448 1243 1814 2000,30,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4500 S  FIGUEROA                     ST,,"(34.0028, -118.2827)",1,0,1,0
120624942,10/9/2012,10/5/2012,1930,6,Hollywood,666,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,23,F,W,101,STREET,,,IC,Invest Cont,420,,,,1100 N  EL CENTRO                    AV,,"(34.0908, -118.3244)",0,0,1,0
110920863,11/1/2011,11/1/2011,1315,9,Van Nuys,948,956,"LETTERS, LEWD",1501,60,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,13500    COLLINS                      ST,,"(34.174, -118.4268)",0,0,1,0
110710814,6/13/2011,6/9/2011,800,7,Wilshire,762,354,THEFT OF IDENTITY,929,42,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 S  CRESCENT HEIGHTS             BL,,"(34.0526, -118.3721)",0,0,1,0
120605915,1/24/2012,1/14/2012,2000,6,Hollywood,622,330,BURGLARY FROM VEHICLE,0344 1300 1601 1605,31,F,W,101,STREET,,,IC,Invest Cont,330,,,,7700    HOLLYWOOD                    BL,,"(34.1017, -118.3574)",0,0,1,0
111223072,9/24/2011,9/11/2011,1800,12,77th Street,1251,310,BURGLARY,0344 1607 1822,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,6700    BRYNHURST                    AV,,"(33.9781, -118.3338)",0,1,0,0
121814406,7/19/2012,7/17/2012,1600,18,Southeast,1844,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",329,25,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 E  113TH                        ST,,"(33.9319, -118.2586)",0,1,0,0
122011527,5/25/2012,5/25/2012,2030,20,Olympic,2034,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 0431,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,AO,Adult Other,230,,,,3300 W  8TH                          ST,,"(34.0577, -118.2998)",1,0,1,0
120316389,7/10/2012,7/10/2012,1400,3,Southwest,338,624,BATTERY - SIMPLE ASSAULT,416,24,F,H,222,LAUNDROMAT,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,JA,Juv Arrest,624,998,,,3000 S  VERMONT                      AV,,"(34.0274, -118.2915)",1,0,1,0
102011398,4/19/2010,3/31/2010,1600,20,Olympic,2022,956,"LETTERS, LEWD",913,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,500 S  SAINT ANDREWS                PL,,"(34.0654, -118.3116)",0,0,1,0
